genus	family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
Ferriphaselus	Gallionellaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0280036677479286	0.0078740157480314	0.0188710888910094
Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria						0.0042643923240938			0.0196078431372549			
Ferroacidibacillus	SLC66	Alicyclobacillales	Bacilli	Bacillota	Bacteria				0.0017035775127768	0.0113636363636363	0.0021321961620469						
Ferrovum	Ferrovaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0225276584817176	0.1096256684491978	0.008517887563884101	0.0454545454545454	0.0222781919080384	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0520036655587247	0.051181102362204495	
Ferruginibacter	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0330847801478581	0.2711781397356952	0.1403988168155231	0.0561632032648523	0.034691402140213	0.1704456319559078	0.2045629209920088	0.3661435964871176	0.43137254901960786	0.1286266738604705	0.1653546837367629	0.1710517068119931
Fertoeibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Fervidibacillus	Caldibacillaceae	Bacillales_B	Bacilli	Bacillota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
Fervidibacter	HRBIN17	HRBIN17	HRBIN17	Armatimonadota	Bacteria	0.0263157894736842	0.0670432092170197	0.10695187165775391	0.015332197623943701	0.034090909090909	0.0223124303149725	0.0454600816522525	0.0833333333333382	0.0196078431372549	0.0320036665904223	0.011811023622047102	
Fervidicola	Thermosediminibacteraceae	Thermosediminibacterales	Thermosediminibacteria	Bacillota	Bacteria		0.035918069882704295	0.008314949717805	0.0068143100511073		0.0139992413895498	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0362101130743938	0.011811023622047102	0.0094339622641509
Fervidifonticultor_A	Humicultoraceae	Sysuimicrobiales	Sysuimicrobiia	Sysuimicrobiota	Bacteria									0.0196078431372549			
Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogota	Bacteria	0.0066739690212975	0.0357799227437528	0.1125930245841152	0.0034071550255536	0.0454545454545454	0.027899907440856898		0.0083333333333333	0.058823529411764705	0.0442064466097792	0.0551182867502715	0.029543356925773
Fervidobacterium_A	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogota	Bacteria									0.0196078431372549			
Fibrella	Spirosomataceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Fibrimonas	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacterota	Bacteria									0.0196078431372549			
Fibro-01	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacterota	Bacteria									0.0196078431372549			
Fibrobacter	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacterota	Bacteria	0.0465277398433296	0.2132679363238775	0.305118427409769	0.0425345831606319	0.11423685668566749	0.1935667889559535	0.09091548496023111	0.1661435964871393	0.1568627450980392	0.11221011564102171	0.1535441896568699	0.2219490928954161
Fictibacillus	Fictibacillaceae	Bacillales_G	Bacilli	Bacillota	Bacteria							0.0227272727272727		0.0196078431372549		0.0078740157480314	
Fictibacillus_C	Fictibacillaceae	Bacillales_G	Bacilli	Bacillota	Bacteria	0.0131578947368421	0.0027855153203342										
Filifactor	Filifactoraceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria	0.026505832779437098	0.0056245451547547	0.0160427807486631	0.0034071550255536		0.0170575692963752				0.0040000001258077	0.0472444475162914	0.0402187893232442
Filomicrobium	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria				0.0051107325293781		0.0077574432186126			0.0392156862745098		0.0039370078740157	
Fimadaptatus	Aristaeellaceae	Christensenellales	Clostridia	Bacillota	Bacteria	0.0131578947368421	0.0027855153203342	0.0058162653712135	0.0017035775147826					0.058823529411764705		0.0039370078740157	
Fimbriiglobus	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Fimbriimonas	Fimbriimonadaceae	Fimbriimonadales	Fimbriimonadia	Armatimonadota	Bacteria	0.0066739690212975	0.0028390298344205	0.0187165775401069	0.0034071550255536	0.0113636363636363	0.06626483519861161				0.012000000125807802	0.039370255254208696	0.0201093946616221
Fimenecus	Acutalibacteraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0463376965375767	0.3919769345213915	0.3501043010759885	0.1123812612003808	0.2051459475947583	0.1917554054886444	0.2045629209920088	0.3833336620435678	0.23529411764705882	0.17221744779016782	0.2204729704870345	0.1534252524170116
Fimimonas	CAG-314	Christensenellales	Clostridia	Bacillota	Bacteria	0.026505832779437098	0.016777022565058	0.0592922012000904	0.0187339361306238	0.0113636363636363	0.0932120438756463	0.0454545454545454		0.1764705882352941	0.020000001409121698	0.1259889610772439	0.0685238404784045
Fimimorpha	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria			0.0026737967914438									
Fiminaster	CAG-826	RFN20	Bacilli	Bacillota	Bacteria		0.0310758660957581	0.0213903743315507	0.0136286201022146		0.014774114342872	0.090920163304505	0.1500000000000098	0.0196078431372549	0.0440073333066523	0.0669291338582674	0.0094339622641509
Fimiplasma	Coprobacillaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345		0.0083333333333333	0.0784313725490196		0.003937184388067	0.0201093946616221
Fimisoma	Anaerovoracaceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria	0.0131578947368421	0.1058538234482308	0.16165871040675592	0.0255536627046162	0.034090909090909	0.0363116717045223	0.090920163304505	0.1500000000000098	0.1764705882352941	0.0682137799164314	0.1062992125984248	0.0188679245283018
Fimivicinus	Acutalibacteraceae	Oscillospirales	Clostridia	Bacillota	Bacteria		0.024638681586456	0.0216839336750243	0.0051107325383304		0.049407452948737995	0.0227272727272727		0.11997632337644211	0.028202779837946702	0.0787401574803146	0.0283018867924527
Fimivivens	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083333333333333	0.058823529411764705	0.004	0.007874192262082701	0.0201093946616221
Fimousia	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria		0.0027855153203342										
Finegoldia	Peptoniphilaceae	Tissierellales	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407	0.0227272727272727		0.13725490196078433		0.007874192262082701	0.0201093946616221
Firm-04	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0151409688663014			0.0784313725490196	0.0202064476414777	0.0314962395061771	0.06728237034508419
Firm-07	CAG-272	Oscillospirales	Clostridia	Bacillota	Bacteria									0.0392156862745098		0.0118110236220472	0.0094339622641509
Firm-09	DTU072	Christensenellales	Clostridia	Bacillota	Bacteria										0.004		
Firm-10	Aristaeellaceae	Christensenellales	Clostridia	Bacillota	Bacteria				0.0034071550255536			0.0227272727272727					
Firm-13	Saccharofermentanaceae	Saccharofermentanales	Clostridia	Bacillota	Bacteria									0.0196078431372549			
Fischerella	Nostocaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria									0.058823529411764705		0.0039370078740157	
Flagellimonas	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0331798018007346	0.019605636270512098	0.046391889031197	0.0221465076611577		0.0825510630654118	0.0454545454545454	0.0083333333333333	0.11764705882352941	0.0200000002516154	0.1417328130067202	0.08863007077731899
Flammeovirga	Flammeovirgaceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.011811023622047102	
Flaviaestuariibacter	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
Flavicella	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
Flaviflexus	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
Flavihumibacter	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria				0.0034071550255536			0.0227272727272727		0.0196078431372549	0.0080000011575063		0.0188710888910094
Flavimaribacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.0039370078740157	
Flavimobilis	Cellulomonadaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria											0.0039370078740157	
Flavisolibacter	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria		0.0028390298344205	0.0160427807486631	0.0034071550255536			0.0454545454545454		0.0392156862745098	0.0040000001258077	0.0472440944881889	0.0094339622641509
Flavisolibacter_B	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria		0.0083565459610027										
Flavitalea	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria								0.0083333333333333		0.004	0.0118110236220472	0.0094339622641509
Flavivirga	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria		0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1108742004264392			0.0196078431372549	0.008		
Flavobacterium	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.1326241855500619	0.8254522722412538	0.7119227012866837	0.1940981271738603	0.1602918951895168	0.7482928174106155	0.7046080684270982	1.12395583190231	1.6666666666666667	0.7170432377854484	0.9133877684262127	0.6243881033057271
Flavonifractor	Oscillospiraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.019926885411016	0.17186346842536998	0.1738088252855469	0.030609540580146602	0.0687823112311221	0.0509661218438236	0.09091548496023111	0.1744772585306928	0.29411764705882354	0.0960047280873792	0.0472442710022578	0.1238850598539462
Flectobacillus	Spirosomataceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria											0.0157480314960629	0.0094339622641509
Flemingiibacterium	CAG-272	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Flexifilum	Phototrophicaceae	Aggregatilineales	Anaerolineae	Chloroflexota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754	0.0017035775127768	0.0113636363636363		0.0227272727272727	0.0083333333333333	0.0196078431372549	0.0160000011575063		0.0188710888910094
Flexilinea	Anaerolineaceae	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria	0.0264108111265606	0.0501392757660167	0.1042780748663101	0.0153321976149913	0.034090909090909	0.0312116010103367		0.0416666666666352	0.0784313725490196	0.012	0.007874192262082701	0.0201093946616221
Flexistipes	Flexistipitaceae	Deferribacterales	Deferribacteres	Chrysiogenota	Bacteria				0.0017035775127768							0.0039370078740157	
Floccifex	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria									0.0196078431372549			
Fluviibacter	Rhodocyclaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0501392757660167	0.11009434023752361	0.0136286201131726	0.034090909090909	0.027718550519255203			0.09803921568627451	0.028000000000001	0.0039370078740157	0.0188710888910094
Fluviicoccus	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
Fluviicola	Crocinitomicaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.0102214650766609	0.0113636363636363	0.011651449495529799	0.0454600816522525	0.0750000000000049	0.0980392156862745	0.0240036665904211	0.027559231632161302	0.029543356925773
Fodinibacter	Dermatophilaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.013347938042595	0.277038558382476	0.08807221551449151	0.0731989783975617	0.1256004930493039	0.1355133337701037	0.0454554033079786	0.0828102631538011	0.0784313725490196	0.0322064476414778	0.0275594081462126	0.1144479332270877
Fodinibius	Balneolaceae	Balneolales	Rhodothermia	Bacteroidota_A	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.0354330708661417	
Foetidibacter	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria												0.0188679245283018
Fokinia	Midichloriaceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0118110236220472	0.0094339622641509
Foliamicus	Foliamicaceae	Foliamicales	Gammaproteobacteria	Pseudomonadota	Bacteria										0.004	0.0078740157480314	
Fonsibacter	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.202211327791446	0.0800508251401599	0.028905963065364103	0.0233277657765767	0.0308844630383489	0.1363755666124836	0.2328102631538109	0.0784313725490196	0.06821377966481701	0.039370078740157105	0.0742291439038435
Fontibacillus	Paenibacillaceae	Paenibacillales	Bacilli	Bacillota	Bacteria	0.0329897584949817	0.1859524086933401	0.11986421766834421	0.0272023855525872	0.0233277657765767	0.0168852220522364	0.09091548496023111	0.1661435964871393	0.0784313725490196	0.0440036669678455	0.1259844284825549	0.0754674496744562
Fontimicrobium_A	Krinioviventaceae	Residuimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria						0.0556038543883771						
Fontimonas	Nevskiaceae	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.08333333333336469	0.0392156862745098	0.0240036665904223	0.0078740157480314	
Formivibrio	Chitinibacteraceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Formosa	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria											0.0039370078740157	
Formosimonas	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0151409688663014			0.058823529411764705	0.0082064464839714	0.007874192262082701	0.029543356925773
Fortiea	Nostocaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria								0.0083333333333333				
Fournierella	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.1030640668523676	0.0133689839572192	0.056218057921635395	0.1022727272727272	0.1172707889125799	0.0227272727272727	0.0083333333333333	0.0196078431372549	0.008	0.007874192262082701	0.0201093946616221
Francisella	Francisellaceae	Francisellales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1061183527706248	0.6803294734723087	0.3604939532379977	0.1583724375474684	0.17166076019673118	0.276153757803216	0.3181946062840984	0.4156211837280521	1.4925253429842853	0.2454524674260321	0.5000015886264589	0.5936096049720491
Franconibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0215375573524421			0.0392156862745098	0.0082064464839714	0.0118113766501497	0.0496527515873951
Frankia	Frankiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria		0.035918069882704295	0.008314949717805	0.0068143100511073		0.0139992413895498	0.0454600816522525	0.0833333333333382	0.1568627450980392	0.032210113074393504	0.011811023622047102	0.0094339622641509
Franzmannia	Halomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0017035775127768			0.0227272727272727		0.0196078431372549			
Frateuria_A	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria										0.0039999999999988		
Fredericiella	Caldilineaceae	Caldilineales	Anaerolineae	Chloroflexota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Fredricksoniimonas	Fredricksoniimonadaceae	Zapsychrales	Koll11	Omnitrophota	Bacteria								0.0083333333333333		0.004		
Fretibacter	Maricaulaceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria							0.0227272727272727	0.0083333333333333			0.0039370078740157	
Friedmanniella	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549		0.003937184388067	0.0201093946616221
Frigididesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota_I	Bacteria											0.0039370078740157	
Frigididesulfovibrio_A	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota_I	Bacteria											0.0039370078740157	
Frigoribacterium	Microbacteriaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.0197368421052631	0.1828155083017497	0.0940635933305573	0.0237952305220928	0.034691402140213	0.010859019209835001	0.0454554033079786	0.0828102631538011	0.0784313725490196	0.012	0.0157480314960629	0.0459240927486832
Frisingicoccus	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria		0.0217996517520355	0.013662543300692699	0.0017035775127768	0.0113636363636363	0.0087443803801607			0.0784313725490196	0.0082064464839714	0.0078740157480314	0.0094339622641509
Frondihabitans	Microbacteriaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
Fructilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacteria	0.0266008544323135	0.0274777114208765	0.0377267144236874	0.0051107325383304		0.027934145838582797		0.0416666666666352	0.058823529411764705	0.0242064467355868	0.0905517106445158	0.0791961085131681
Fructobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacteria			0.0058162653712135	0.0017035775147826					0.09803921568627451			
Fuerstiella	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetota	Bacteria	0.0601171437084863	0.0027855153203345							0.0196078431372549			0.0418103726405409
